Task_ID,DataSize_kB,CPU_Cycles_GHz,Memory_MB,ExecutionTime_s,TransmissionTime_s,WaitingTime_s,SetupTime_s,TotalExecutionTime_s,Deadline_s,OffloadDecision,Task_Type,Task_Size,CPU_Cycles,Min_CPU_Speed,Computational_Frequency,Task_Origin_Time,Task_Deadline,Available_Time,Exec_Time_Estimate,Priority_Score
11,118.52604486622221,0.9096932185474431,140.90762247038055,0.09096932185474431,0.00027172770721865,0.01697637068445998,0.006999263871232597,0.11521668411765554,0.10731278667904087,EFaaS,Text,118.52604486622221,909693218.5474432,2961420708.6332293,307.53028099962955,236.95780946350888,0.10412177002299614,0.01,1.2308399065766907e-05,4.616339928245424
12,972.9188669457949,1.9827352111953056,152.05883012685615,1.9827352111953056,0.002201022113687399,0.028865979630023818,0.01891618599613111,2.0327183989351476,2.784233032659092,IoT,Video,972.9188669457949,1982735211.1953056,1896109921.980628,568.4957219531609,377.6939264507446,3.0058804393783767,0.01,0.00029170261030460017,4.644435832792798
13,849.1983767203795,1.9216830755612584,476.0719820842538,0.19216830755612585,0.0019231845820687472,0.013656879672685527,0.018015531468788586,0.22576390327966872,0.3177190055040154,EFaaS,Video,849.1983767203795,1921683075.5612583,1987512546.237008,904.9576976749742,0.0,0.46891035658227137,0.46891035658227137,0.00038665849396583325,1.1424262048254565
14,291.10519961044855,0.6551975359159082,181.47022250915654,0.06551975359159082,0.0006609244660100107,0.035027276490454104,0.01561430878610803,0.11682226333416297,0.16115038791614625,EFaaS,Image,291.10519961044855,655197535.9159082,676785938.5202504,109.07179163526996,150.0974952515204,0.2062469003589101,0.01,4.6914931101075864e-05,4.619776598041137
15,263.64247048639055,1.5878052415219637,332.4495419936834,0.15878052415219637,0.0006063899885426734,0.03202126722384902,0.006593207413826843,0.19800138877841492,0.23860898299399214,EFaaS,Image,263.64247048639055,1587805241.5219636,796905699.8603559,1552.752927678786,265.78421355833956,0.29408944129324166,0.01,0.0005137014554920943,4.66734836606641
16,265.06405886809046,1.895347644381932,285.8607113986713,0.1895347644381932,0.0006011893807992034,0.026294620968513295,0.016638158817045397,0.23306873360455108,0.24233114219701968,EFaaS,Image,265.06405886809046,1895347644.381932,2012115878.9878254,1262.5579009513108,384.99039930323573,0.3206559119642663,0.01,0.00016632179352934565,4.631727875324648
17,373.8180186635839,0.852805483178267,261.3798372833956,0.0852805483178267,0.0008638698294615915,0.030855080858949648,0.017119359921635286,0.13411885892787323,0.1887317880892252,EFaaS,Image,373.8180186635839,852805483.178267,2738207830.009171,1222.6512341927908,212.51541829824188,0.21713304095053537,0.01,0.00016691540242984543,4.631787654207845
18,572.280788469014,1.3951233227736812,473.5360047439126,0.13951233227736812,0.0013028128907056498,0.04586298633876041,0.016516469265715063,0.20319460077254925,0.2715284747883699,EFaaS,Text,572.280788469014,1395123322.7736812,2948932608.100943,1114.7973671713937,481.720353763694,0.3678787522804942,0.01,0.00021634170767940045,4.636777914556929
19,488.7505167779042,1.8816836166232584,136.38018436178797,1.8816836166232584,0.0010907412796100832,0.01785177209244268,0.0067094883067886175,1.9073356183021,2.8389864890476826,IoT,Text,488.7505167779042,1881683616.6232584,674289745.2301717,1201.1106860338837,34.563215286373975,3.2249138233171877,0.01,0.0008706101088726091,4.705344380157376
20,362.1062261782377,0.6475243700201183,382.8952394914262,0.06475243700201183,0.0008385279545216906,0.01090258046821389,0.014658619356016471,0.09115216478076388,0.09055197869816388,EFaaS,Video,362.1062261782377,647524370.0201184,488946905.85839146,1872.5713077790801,7.96744940332627,0.12639407373558914,0.01,0.0013867962377614722,4.763035253685662
21,650.6676052501415,1.5763883741455758,497.94346273800335,0.1576388374145576,0.0014718418056349518,0.04446659538796404,0.01751487193624098,0.22109214654439754,0.228918532129573,EFaaS,Text,650.6676052501415,1576388374.1455758,263563937.50629237,66.70996108094434,372.1258059668427,0.24273995761726003,0.01,0.00016468873182558182,4.631563438022978
22,225.54447458683765,1.016288610321571,343.1045824493473,0.1016288610321571,0.0005141939360329269,0.03308468329551626,0.013660301018295015,0.14888803928200128,0.15291976210944858,EFaaS,Video,225.54447458683765,1016288610.3215709,2618061352.667851,143.20943383261107,0.0,0.16309320736697933,0.16309320736697933,1.2337410075107821e-05,1.9645814732701286
23,362.93018368169635,1.8941546735271424,487.73982542070723,1.8941546735271424,0.0008370642307603064,0.0456263382184737,0.014696110628421334,1.9553141866047976,2.6895813185913995,IoT,Video,362.93018368169635,1894154673.5271423,954673055.8837594,423.4121493650645,305.38388035607795,3.263618614384123,0.01,0.00016096510548301826,4.631188599314257
24,429.7256589643225,1.9594815432315147,148.06702564583313,1.9594815432315147,0.0009745726745045792,0.03387780893652691,0.011875452191394593,2.0062093770339406,2.0305735417951203,IoT,Text,429.7256589643225,1959481543.2315147,105254898.22082981,376.2376909866427,214.65610738074255,2.3523315142170222,0.01,0.001536070932748801,4.78037009528306
25,510.4629857953323,1.9219730847588075,288.816634524478,1.9219730847588075,0.0011382703017941234,0.042406443598388105,0.01293060979826079,1.9784484084572505,1.859733388144696,IoT,Video,510.4629857953323,1921973084.7588074,749072449.5636436,403.3291959649062,141.87992770720024,2.3969536543313286,0.01,0.00027485275389664977,4.642718410983947
26,806.6583652537122,1.2638999033204492,227.90059172942765,0.12638999033204493,0.0018334674314749767,0.02718693453420592,0.005515652875275878,0.16092604517300169,0.24125010553685425,EFaaS,Image,806.6583652537122,1263899903.320449,1087279132.2883134,1360.290577404868,198.7999349837354,0.2698562047898296,0.01,0.0010092070571887616,4.720504848025418
27,279.70640394252376,1.8068597113850386,408.63525055260027,1.8068597113850386,0.000651668446233954,0.03999439725153075,0.01458444532959927,1.8620902224124025,1.7036083322388944,IoT,Video,279.70640394252376,1806859711.3850386,2973859891.540387,945.9924370478224,95.31137276446736,1.768908303070622,0.01,8.897532243404186e-05,4.623969770237792
28,562.8109945722504,1.7823691579490983,504.8180827509427,1.7823691579490983,0.0012956471314788719,0.04652165867559424,0.0062217081933673875,1.8364081719495389,2.573076765343417,IoT,Image,562.8109945722504,1782369157.9490983,1618270622.1855369,1983.9688127526517,211.79991335004684,3.0410811871970997,0.01,0.0006899955084135657,4.6859326387664355
29,633.1731119758382,1.0467406625405578,226.50754397859117,0.10467406625405577,0.0014594907909277356,0.03288491854888825,0.011525218915103351,0.15054369450897512,0.16849152956494398,EFaaS,Text,633.1731119758382,1046740662.5405577,693670448.0257938,492.4275338657424,252.090320122583,0.20835222778025214,0.01,0.0004494812701445309,4.660665009539236
30,141.80537144799794,1.7604816638109484,379.2030469660446,0.17604816638109483,0.00032631595463382884,0.017231406022495184,0.009389826465011117,0.20299571482323497,0.28520274245680544,EFaaS,Text,141.80537144799794,1760481663.8109484,1070973199.6690081,656.1186970036146,200.0533628264636,0.2810844240671544,0.01,8.687533504230453e-05,4.623759988074739
31,646.7903667112945,0.6518106886016897,204.0694909797402,0.6518106886016897,0.0014556657697202123,0.020751904601207925,0.013181419253175695,0.6871996782257935,0.8471607242618524,IoT,Video,646.7903667112945,651810688.6016897,1057892293.9149475,1969.2693977632157,179.80764613824758,1.04542274434737,0.01,0.0012040020361798796,4.742215976314177
32,253.47171131856237,1.4347778298748741,345.0868177554982,0.14347778298748742,0.0005774416106480175,0.017945783075896234,0.007001245032848106,0.16900225270687977,0.2435286527726329,EFaaS,Image,253.47171131856237,1434777829.874874,157204664.74320891,1671.9283745643816,280.4964394048659,0.26582468068595955,0.01,0.0026957631759537424,4.926578402408479
33,158.54643368675156,0.9220123722027842,306.1500748883211,0.09220123722027843,0.0003666628713293152,0.019874281103829317,0.015374651029599774,0.1278168322250368,0.1860649811340716,EFaaS,Video,158.54643368675156,922012372.2027842,492030857.09714717,966.1084803231389,449.1486154953796,0.2112714145531183,0.01,0.00031130782124812585,4.646437886037593
34,953.9969835279999,0.7687936400881903,501.25004657851025,0.07687936400881903,0.0021337876431610555,0.022256617974041458,0.016925173053927055,0.1181949426799486,0.1070206638209376,EFaaS,Text,953.9969835279999,768793640.0881903,2116069733.1393125,1131.46392681468,218.0555917621125,0.11425428439258865,0.01,0.0005101028365216387,4.666972653680566
35,969.0688297671035,0.7077344822808928,361.67447271544313,0.07077344822808927,0.002191101430239588,0.03220535147012754,0.007450316746147347,0.11262021787460375,0.10645395750156683,EFaaS,Video,969.0688297671035,707734482.2808927,448727861.0551304,1694.1969452730389,348.39886060050617,0.15529995102225186,0.01,0.003658773153265461,5.067004226166382
36,827.557613304815,1.5748042862293956,262.2104468813384,1.5748042862293956,0.0018709763308800934,0.03351966517855331,0.006564696310278232,1.6167596240491073,1.6979455929432297,IoT,Video,827.557613304815,1574804286.2293956,769129402.1577445,987.9114797903397,134.05876023935878,2.2243117300276793,0.01,0.0010629598401492983,4.726448164100489
37,374.15239225603364,1.0758249492752925,171.81278139696641,0.10758249492752925,0.000852956697632142,0.027059989889674445,0.007182732241810387,0.1426781737566462,0.1857083771453298,EFaaS,Image,374.15239225603364,1075824949.2752924,1117138165.3724957,451.7462609850644,89.9102439010152,0.19638218652796413,0.01,0.00015129905098526658,4.630216234435563
38,187.90490260574546,1.614673480140266,186.07878223421488,1.614673480140266,0.0004383501451882752,0.03461683119283342,0.018156913428477525,1.6678855749067654,2.3900188473074615,IoT,Text,187.90490260574546,1614673480.140266,2297431339.0566516,1665.4668501810518,304.3978464776829,3.0759991905865425,0.01,0.00013621707902916846,4.628700973925634
39,715.8097238609412,0.6914988771185193,214.5217011012743,0.6914988771185193,0.0015973743614688153,0.013262997024454637,0.012922838926345343,0.719282087430788,0.845850682781936,IoT,Video,715.8097238609412,691498877.1185193,1788962798.1170254,1098.6563579875046,221.975854769998,1.1919249457246741,0.01,0.0004396004797063749,4.659640750071901
40,496.13724436564115,1.0414064729628545,224.37119795467441,1.0414064729628545,0.0011358242374420505,0.013511529482326399,0.012008914940112539,1.0680627416227353,1.3502276898559742,IoT,Image,496.13724436564115,1041406472.9628545,2098099956.4668481,348.4330644694515,385.5396809971699,1.5405802578944934,0.01,8.239389163462907e-05,4.623312455943841
41,209.83441136030095,1.355287809325472,454.63656621099693,1.355287809325472,0.0004716855440164558,0.01687317841430634,0.006600677286535314,1.3792333505703303,1.3973011856452389,IoT,Video,209.83441136030095,1355287809.325472,1744335743.7184994,1035.8923708095754,409.0508218832512,1.9533914340281766,0.01,0.00012461240139360023,4.627536663099604
42,545.6592191001432,1.7070124307745487,343.50955070048957,0.17070124307745488,0.0012724913764366784,0.03072309992161379,0.014743340101354425,0.21744017447685976,0.30071543431356523,EFaaS,Image,545.6592191001432,1707012430.7745488,2082418033.1434202,855.7465921638747,350.6901810912984,0.2985048651132322,0.01,0.0002242326035387291,4.6375769638863
43,130.94966900369656,1.046253504104898,328.98210996775674,0.10462535041048979,0.00029312395125406066,0.018559787147932542,0.018019993878426347,0.14149825538810273,0.20947357393592309,EFaaS,Image,130.94966900369656,1046253504.104898,108242245.6255201,1759.842937169428,348.082999648022,0.2919367883821666,0.01,0.002129028724312578,4.852413965982954
44,918.3883618709039,1.4762479270118125,172.0712467977795,0.14762479270118126,0.0020906369643938862,0.021331376139703095,0.017422788039851794,0.18846959384513,0.1999962735368067,EFaaS,Video,918.3883618709039,1476247927.0118124,2799604618.6771455,295.8080911533716,0.0,0.24483074727184467,0.24483074727184467,9.703752681722267e-05,1.6265061778247927
45,332.9019834400152,1.8403688475306619,458.293642246183,1.8403688475306619,0.0007694784851316856,0.026012513446919766,0.014390820634712018,1.8815416600974255,2.252008879547951,IoT,Text,332.9019834400152,1840368847.5306618,421668669.5369389,1756.6591186736498,303.34269994804345,2.3280923077398388,0.01,0.0013868597481445514,4.7630425643522285
46,696.2700559185838,1.4622084634552264,405.56069243205775,1.4622084634552264,0.001607167612836158,0.0424746449604152,0.0061291807497751045,1.512419456778253,1.4393237197435713,IoT,Text,696.2700559185838,1462208463.4552264,1278122378.333024,1048.811482780055,353.5455795358005,1.6469962990175517,0.01,0.0005713506328836441,4.6733868969280765
47,380.53996848046984,0.9261432646550872,153.9846509696006,0.9261432646550872,0.0008671125974684664,0.010554485436514405,0.0066859554076401945,0.9442508180967102,1.1666048834628495,IoT,Image,380.53996848046984,926143264.6550872,2336011273.7100787,838.5106384632379,97.38608774059082,1.741502865005743,0.01,0.00013659472260361228,4.628738886579994
48,568.0612190600298,0.6341610941791532,399.8086773362312,0.06341610941791533,0.0012892808981049648,0.035975152809464894,0.00573963480664737,0.10642017793213256,0.12788194214451157,EFaaS,Text,568.0612190600298,634161094.1791532,1362169082.2273295,365.8360095857337,251.05270139077436,0.17521534704241082,0.01,0.0001525634756307341,4.630343375499818
49,592.0392514089517,1.8181384234613018,336.7186754595761,1.8181384234613018,0.0013473147297241037,0.03675506124162741,0.00886218824738704,1.8651029876800402,1.8402260397886179,IoT,Image,592.0392514089517,1818138423.4613018,2845843399.835796,1416.5950271454246,124.87261427893162,2.291176774218662,0.01,0.0002947034469532696,4.644742008784284
50,266.36900997297437,0.629777175190542,159.38253276676284,0.0629777175190542,0.0006018041917936102,0.04194623121426547,0.007034922007405666,0.11256067493251894,0.131160170227327,EFaaS,Text,266.36900997297437,629777175.190542,1456007950.6464236,1857.273082764579,373.3012713761054,0.1271071041782598,0.01,0.0003397783590988045,4.649352546864535
51,972.6261649881027,1.8245823417578793,303.9874463470041,0.18245823417578794,0.002189832215241946,0.04731011756241253,0.008900720603786508,0.24085890455722891,0.26505626240693225,EFaaS,Video,972.6261649881027,1824582341.7578793,2637324276.247747,781.9858401036736,135.2802321908203,0.30499678209875647,0.01,0.0002883907358624669,4.644098032448261
52,797.6195410250031,1.3405119876380969,314.12337425793805,0.1340511987638097,0.0018229123345941298,0.010805513957971594,0.010775870835784424,0.15745549589215985,0.19100902984875492,EFaaS,Text,797.6195410250031,1340511987.6380968,2451401528.7505856,521.0907513081252,154.85654716760237,0.20205525555887924,0.01,0.00016954879117767274,4.632052891344944
53,945.5490474077702,1.9146947779180548,191.6574234226979,0.19146947779180548,0.002136788138393408,0.016151348220528647,0.019144741761067036,0.22890235591179459,0.2864467145983803,EFaaS,Image,945.5490474077702,1914694777.9180548,2944860278.1161814,1131.9904881483562,194.31398007327815,0.2700048587128967,0.01,0.0003634646219711437,4.651784035702503
54,905.3446153848839,1.7182965300831317,491.1480884481084,1.7182965300831317,0.002048130022685269,0.045446851762239726,0.014155640896725382,1.779947152764782,1.6110254460600992,IoT,Image,905.3446153848839,1718296530.0831316,2786988564.177829,1602.562599446047,500.0,1.974025941769456,0.01,0.0005205875039726593,4.668067702428086
55,638.1099809299766,1.9971077547466725,454.3905426485742,0.19971077547466726,0.001469945339015836,0.028340742487480614,0.017524606785244434,0.24704607008640816,0.33514358551772644,EFaaS,Text,638.1099809299766,1997107754.7466724,2704559120.6673484,57.34700437353945,370.5606724091436,0.48043215714740983,0.01,1.353037380013385e-05,4.616461073903425
56,929.6868115208051,1.0909965416323941,384.9045775343776,1.0909965416323941,0.0021678881687828546,0.03258362555733854,0.015655272510684982,1.1414033278692004,1.5155651264118557,IoT,Video,929.6868115208051,1090996541.632394,2221652587.5064583,1281.186000971087,443.51246306966607,1.9783579735385608,0.01,0.0005361332077328848,4.669693592566914
57,179.64325184672754,1.6740636045035777,305.5214954242332,0.16740636045035778,0.00041286553738107405,0.0365210881489259,0.006687546957899476,0.21102786109456423,0.23630305456263975,EFaaS,Image,179.64325184672754,1674063604.5035777,1164294627.0778403,1213.2062013623301,32.42561734237108,0.24807289211288366,0.01,0.00018718999650487418,4.63383158070578
58,276.38457617723066,1.162703279052939,286.11796796845124,1.162703279052939,0.0006171698758145097,0.03716266417982549,0.01603880609560923,1.2165219192041883,1.1335083628435982,IoT,Image,276.38457617723066,1162703279.052939,407763713.838217,670.3967623181121,97.68463045929198,1.4102552958275254,0.01,0.0004543987577506542,4.661175163363185
59,140.70456001948426,1.2718258684254722,377.9738113859664,1.2718258684254722,0.00031416496389372793,0.04726961613266033,0.009126483223386866,1.3285361327454133,1.7974556136046944,IoT,Image,140.70456001948426,1271825868.4254723,2097070651.566731,930.2748570296922,410.6295572461237,2.634963106772071,0.01,6.241750336726139e-05,4.621320026923411
60,392.7972976869379,1.478507648505718,337.4458378522517,0.1478507648505718,0.0009153814961478798,0.04987797669646679,0.014586617704920594,0.21323074074810708,0.31411129088106293,EFaaS,Image,392.7972976869379,1478507648.505718,2938096835.8800983,531.5782871155508,38.780662212799115,0.41894563007554175,0.01,7.106726781028419e-05,4.6221822505823615
61,449.8095607205338,1.823147959860874,151.91287265864406,0.1823147959860874,0.001018149341611472,0.03880629843723761,0.010114429604644828,0.23225367336958133,0.2424939602376315,EFaaS,Image,449.8095607205338,1823147959.860874,2207152868.2624197,1590.2771890060935,169.39789949804006,0.3185605180224455,0.01,0.0003240925873765387,4.647745650654882
62,344.2141285965063,1.977716856879013,324.80101712780737,0.19777168568790132,0.0007694188043591577,0.021488848368206033,0.019965083948969887,0.2399950368094364,0.2625821140780402,EFaaS,Video,344.2141285965063,1977716856.879013,2793315170.904273,1287.34312006391,496.6409608753428,0.3888565135002002,0.01,0.0001586364814443963,4.6309542612526915
63,845.8637582367364,1.6755827794103255,437.65898901741036,1.6755827794103255,0.0019436108898192301,0.04519009609177375,0.008953272192451667,1.7316697585843701,1.749484715898135,IoT,Text,845.8637582367364,1675582779.4103255,2432483667.5709987,1088.7876629760212,134.3842323634372,2.4131062330215536,0.01,0.0003786113908202878,4.653342076464207
64,421.07799402423035,1.1848734950342672,304.3481129972319,0.11848734950342672,0.0009685992534966369,0.011968836581630464,0.009186957061614046,0.14061174240016786,0.17522496429442072,EFaaS,Video,421.07799402423035,1184873495.0342672,573032557.8383684,815.426086914763,31.480305674172968,0.1720663811417323,0.01,0.0005991945418395317,4.676316799219824
65,352.84105871864267,1.1898998031878982,147.95132578083906,0.11898998031878982,0.0008125133192159606,0.01924323411497985,0.018960083833435976,0.15800581158642163,0.15688473456484617,EFaaS,Video,352.84105871864267,1189899803.1878982,822690934.7147331,618.1995527404276,255.6969405251594,0.1739194441157747,0.01,0.00026513745986997997,4.641729544483477
66,588.4264748424237,1.632615222224448,429.9308285634687,1.632615222224448,0.0013296627324235948,0.045895428698548596,0.00536966606954484,1.6852099797249651,1.8768459346956925,IoT,Image,588.4264748424237,1632615222.2244482,1091410245.110816,1654.3361477846913,36.43084310065086,2.77601358157945,0.01,0.0008919241797537838,4.7076606536877454
67,226.83180247728637,0.9342880040756232,205.32369234021417,0.09342880040756232,0.0005043186749593162,0.020247660577574197,0.015450334818097954,0.12963111447819378,0.17088074731163638,EFaaS,Video,226.83180247728637,934288004.0756232,587955288.580212,930.2449573454595,398.47000875674996,0.2040014068143288,0.01,0.00035888637200563245,4.6513135901214415
68,821.9772826786357,0.7546637583839525,227.3104005970069,0.7546637583839525,0.0019164847404747629,0.01882604238486994,0.015879895861038173,0.7912861813703354,0.9780847856252772,IoT,Image,821.9772826786357,754663758.3839525,1786788864.7517195,1027.8224686912617,142.61695006123668,0.9457908391275845,0.01,0.00047282963116533904,4.663089596768408
69,167.09557931179376,1.0964710206970871,191.24723971800162,0.10964710206970871,0.0003772255508123747,0.01552501172560989,0.01754567866115599,0.14309501800728697,0.1619660367675472,EFaaS,Video,167.09557931179376,1096471020.697087,2928806519.9913588,1065.616024554446,118.57131653056956,0.19033648197246472,0.01,6.0796001965804546e-05,4.621158477181028
70,988.1982429404655,1.0021345883157144,254.80258491065507,1.0021345883157144,0.002278278660029011,0.04436447030587666,0.01961658965957713,1.0683939269411973,1.2309498076694583,IoT,Image,988.1982429404655,1002134588.3157145,2308230616.96486,924.315524091574,253.5258823196802,1.6226330393583321,0.01,0.00039571738201399766,4.655104628635455
71,795.0202923669917,1.014831368638386,418.59257818443587,1.014831368638386,0.0018352666947711292,0.030002330367643472,0.019634028787349784,1.0663029944881506,1.3193010054646517,IoT,Image,795.0202923669917,1014831368.6383861,1327821572.2956395,549.3724311649264,201.46745770294524,1.9770107280363087,0.01,0.0003289314166571318,4.648241073762597
72,278.8441133807552,0.9270508514698739,327.44417004951197,0.09270508514698739,0.0006410353105602601,0.03699572812216619,0.0059791513634969585,0.13632099994321079,0.1231685912908733,EFaaS,Video,278.8441133807552,927050851.4698739,113062994.84283713,284.66385847395145,280.28190324169844,0.13478870909341437,0.01,0.0007020585412411134,4.6872172335320625
73,104.96990541124217,0.6589304654909066,206.6744092738736,0.6589304654909066,0.0002378064802705134,0.019562655363001186,0.017327589841293536,0.6960585171754718,0.6592411430296014,IoT,Video,104.96990541124217,658930465.4909066,1008500432.3007183,242.14767097709435,312.58053392832403,0.796661360133798,0.01,2.5203973448014236e-05,4.617619140993893
74,833.9152856093507,0.6250235086267794,465.0867500103837,0.06250235086267794,0.0018847896452741685,0.04032161684044866,0.01469464900486072,0.1194034063532615,0.1705981948182535,EFaaS,Text,833.9152856093507,625023508.6267793,1627601934.3074243,1527.0519205143428,223.92547078277266,0.24358153947425057,0.01,0.0007823976560816115,4.695815704210205
75,736.1716094628554,1.9828113456304441,465.7594323013872,0.19828113456304441,0.0016914583197345588,0.04040022179848394,0.014710132015596369,0.25508294669685927,0.24149401324108077,EFaaS,Text,736.1716094628554,1982811345.630444,1040327534.1707147,485.87925348794715,110.62616680167622,0.2688215556739685,0.01,0.00034382490157771484,4.649767513914153
76,756.1064512368886,1.1988823872302072,462.30211521766665,1.1988823872302072,0.0017565037068747178,0.022503920996332007,0.006925248899220422,1.2300680608326344,1.628711172137484,IoT,Text,756.1064512368886,1198882387.2302072,422001276.76919264,158.56198916025238,337.66099420777175,1.5726133656665324,0.01,0.0002840980573397467,4.6436603663298275
77,794.1433120173511,1.1380573060235544,219.6977451705111,0.11380573060235544,0.0018503719690674862,0.026427305320411314,0.0147528074966848,0.15683621538851902,0.2277297760527861,EFaaS,Video,794.1433120173511,1138057306.0235543,1384018374.8994942,1605.1589430569777,166.7908218277206,0.33461737102903577,0.01,0.0009210327423912331,4.710832832187099
78,166.64018656068134,1.5515061957702976,301.27590816549946,1.5515061957702976,0.0003728332293353177,0.018387611097208035,0.019737238709018716,1.5900038788058597,1.6892362793866156,IoT,Video,166.64018656068134,1551506195.7702975,834433169.200577,350.4202230782636,145.7093230593158,2.0153678100679397,0.01,6.998054907661625e-05,4.622073882903321
79,422.61915568984534,0.9055554430110898,506.23602795809603,0.9055554430110898,0.0009485470391035941,0.049062440932916174,0.018677278543091706,0.9742437095262013,1.0933887097667137,IoT,Image,422.61915568984534,905555443.0110898,2736773891.738354,1269.0348788800402,267.1192738187261,1.3138926584776545,0.01,0.00019596739455614542,4.6347177724972815
80,204.28215357261675,1.9299456575303156,424.4527909030363,1.9299456575303156,0.00047594769684205644,0.03582410308233647,0.011586959912072758,1.9778326682215668,2.455188206677542,IoT,Text,204.28215357261675,1929945657.5303156,395088132.65294564,710.3543793233333,18.560509689319446,3.1247673474209305,0.01,0.00036729203034650587,4.652177500522893
81,876.7930832880342,1.7008830201817728,138.43228975061498,1.7008830201817728,0.0020265311838976114,0.04738175522862063,0.005599219599291415,1.7558905261935824,2.5092121295632017,IoT,Image,876.7930832880342,1700883020.181773,242542623.3016601,296.63650054805345,296.9051239776463,2.2636154000631805,0.01,0.0010723427840879636,4.7274893096499
82,660.9683141448021,0.7251754032371633,153.03856304402893,0.7251754032371633,0.0015364655769906296,0.022135421745165328,0.010434402350003072,0.7592816929093223,1.1124565249318947,IoT,Image,660.9683141448021,725175403.2371633,115411090.54909994,858.2379095460018,273.4914404661027,1.6227166435361484,0.01,0.0049151954245371604,5.28657060240403
83,397.80822236738425,1.1846130860988997,306.14964869593575,1.1846130860988997,0.0008955044406078712,0.04127563651987559,0.017395854674008327,1.2441800817333915,1.6718519910493064,IoT,Image,397.80822236738425,1184613086.0988996,1051402085.0084075,78.87727920861903,384.61835683276234,1.8672424213927252,0.01,2.984398706695133e-05,4.6180798288073595
84,157.20251525742128,1.8307656305870306,477.1405590508391,1.8307656305870306,0.00036103191337886,0.040634345755389684,0.015522486521977491,1.8872834947777766,1.7966407722895963,IoT,Image,157.20251525742128,1830765630.5870306,2015121830.782577,1690.0377158994927,189.9529432498728,2.044863075728975,0.01,0.00013184224187384774,4.628261879063273
